notice_title,detail_url,pub_time,area,purchaser,raw_notice_type,notice_type
昆明市森林消防支队昆明消防救援机动支队社会化保障服务项目（四次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27291579.htm,2026-09-08 20:55,云南,昆明市森林消防支队,成交公告,成交公告
国家体育总局安阳航空运动学校飞机维修追加采购项目单一来源成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27291431.htm,2026-09-08 20:09,河南,国家体育总局安阳航空运动学校,单一来源成交公告,成交公告
中国科学院南京地理与湖泊研究所国产湖泊水体光谱观测系统采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27291180.htm,2026-09-08 19:23,江苏,中国科学院南京地理与湖泊研究所,成交公告,成交公告
中华人民共和国拱北出入境边防检查站2026年精密空调采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27290749.htm,2026-09-08 18:37,广东,中华人民共和国拱北出入境边防检查站,成交公告,成交公告
哈尔滨工程大学重点实验室甲楼建设项目初步设计成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27290661.htm,2026-09-08 18:27,黑龙江,哈尔滨工程大学,成交公告,成交公告
2026年食堂外包服务（二次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289942.htm,2026-09-08 17:45,北京,公安部铁路公安局直属警卫总队,成交公告,成交公告
国家林业和草原局信息中心2026年国家林业和草原局网络安全监测设备租赁项目中选公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289804.htm,2026-09-08 17:39,北京,国家林业和草原局信息中心,项目中选公告,项目中选公告
北京林业大学实验林场教学和学生公寓等楼宇及配套设施改造工程(三次)成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289589.htm,2026-09-08 17:33,北京,北京林业大学,成交公告,成交公告
国家卫生健康委药具管理中心信息系统云计算服务及容灾备份项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289492.htm,2026-09-08 17:29,北京,国家卫生健康委药具管理中心,成交公告,成交公告
甘肃消防救援机动总队应急科普作品创演大赛承办机构选取项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27289443.htm,2026-09-08 17:27,甘肃,甘肃消防救援机动总队,成交公告,成交公告
