notice_title,detail_url,pub_time,area,purchaser,raw_notice_type,notice_type
霍林郭勒市消防救援大队院落地面硬化工程项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279429.htm,2026-09-07 16:22,内蒙古,霍林郭勒市消防救援大队,竞争性磋商公告,竞争性磋商公告
河北雄安新区消防救援支队机关及迎宾东路消防站绿化项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279420.htm,2026-09-07 16:22,河北,河北雄安新区消防救援支队,竞争性磋商公告,竞争性磋商公告
交通运输部长江航务管理局重庆万州海事处新城路业务用房安全隐患及漏水整治工程竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279374.htm,2026-09-07 16:21,重庆,交通运输部长江航务管理局,,未知公告
黑河黄藏寺水利枢纽工程建设管理中心黑河黄藏寺水利枢纽工程甘肃部分移民资金使用管理情况审计委托服务项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279267.htm,2026-09-07 16:14,甘肃,黑河黄藏寺水利枢纽工程建设管理中心,,未知公告
丹寨县消防救援大队食堂主副食品集中配送采购项目（二次）竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279234.htm,2026-09-07 16:12,贵州,丹寨县消防救援大队,,未知公告
鞍山市消防救援支队本级车辆维修保养服务项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279096.htm,2026-09-07 16:06,辽宁,鞍山市消防救援支队,,未知公告
永州经济技术开发区消防救援大队长丰政府专职消防站北面围墙道路扩建项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278952.htm,2026-09-07 15:59,湖南,永州市消防救援支队,,未知公告
嘉祥县消防救援大队工会委员会2026年中秋、2027年春节职工慰问物资采购项目竞争性磋商公告（二次）,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278929.htm,2026-09-07 15:57,山东,嘉祥县消防救援大队,争性磋商公告,争性磋商公告
中国疾病预防控制中心环境与健康相关产品安全所DNA甲基化芯片检测服务采购项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279506.htm,2026-09-07 15:57,北京,中国疾病预防控制中心环境与健康相关产品安全所,,未知公告
福建省漳州市消防救援支队科普教育基地设备采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279500.htm,2026-09-07 15:56,福建,漳州市消防救援支队,竞争性磋商公告,竞争性磋商公告
2026年河北等7省（区、市）高风险领域加密气象监测及风险预警建设项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278923.htm,2026-09-07 15:56,天津,天津市气象探测中心,,未知公告
鸡西市消防救援支队公务车辆维修定点服务（二次）竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278881.htm,2026-09-07 15:55,黑龙江,鸡西市消防救援支队,,未知公告
中华人民共和国茂盛围出入境边防检查站2026年食堂食材配送服务采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278885.htm,2026-09-07 15:54,广东,中华人民共和国茂盛围出入境边防检查站,竞争性磋商公告,竞争性磋商公告
标法中心国际国密双算法企业域名SSL证书服务采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278851.htm,2026-09-07 15:52,北京,海关总署国际检验检疫标准与技术法规研究中心,竞争性磋商公告,竞争性磋商公告
南黄海大陆架考古钻探取样服务项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278823.htm,2026-09-07 15:51,山东,自然资源部第一海洋研究所,,未知公告
北京市西城区消防救援支队2026年四大队（原三大队）新建南滨河路小型站开办费项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278768.htm,2026-09-07 15:49,北京,西城区消防救援支队,,未知公告
义乌市消防救援支队2026-2027年度公务车租赁单位采购项目（第二次）竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278675.htm,2026-09-07 15:42,浙江,义乌市消防救援支队,竞争性磋商公告,竞争性磋商公告
吉林大学体外诊断试剂耗材采购竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278619.htm,2026-09-07 15:41,吉林,吉林大学,竞争性磋商公告,竞争性磋商公告
卢沟桥消防站红线外天然气接入项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278615.htm,2026-09-07 15:40,北京,丰台区消防救援支队,竞争性磋商公告,竞争性磋商公告
顺德出入境边防检查站备勤宿舍修缮改造工程竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278535.htm,2026-09-07 15:37,广东,中华人民共和国顺德出入境边防检查站,竞争性磋商公告,竞争性磋商公告
河北省唐山市曹妃甸区消防救援大队及消防救援站食堂食材配送服务采购项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278487.htm,2026-09-07 15:34,河北,唐山市曹妃甸区消防救援大队,,未知公告
龙陵县消防救援局2026年度食堂食品物资配送项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278427.htm,2026-09-07 15:32,云南,龙陵县消防救援大队,竞争性磋商公告,竞争性磋商公告
泰州医药高新技术产业开发区消防救援大队医药洁净厂房模拟训练设施采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278394.htm,2026-09-07 15:31,江苏,泰州医药高新技术产业开发区消防救援大队,竞争性磋商公告,竞争性磋商公告
中央戏剧学院昌平校区教学及宿舍区绿色节能改造工程竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278321.htm,2026-09-07 15:26,北京,中央戏剧学院,竞争性磋商公告,竞争性磋商公告
中国地质调查局西安地质调查中心（西北地质科技创新中心）分布式时频电磁接收机采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278282.htm,2026-09-07 15:23,陕西,中国地质调查局西安地质调查中心（西北地质科技创新中心）,竞争性磋商公告,竞争性磋商公告
中国地质调查局西安地质调查中心（西北地质科技创新中心）台式能量色散X射线荧光光谱仪采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278283.htm,2026-09-07 15:23,陕西,中国地质调查局西安地质调查中心（西北地质科技创新中心）,竞争性磋商公告,竞争性磋商公告
锦州市消防救援支队凌海大队商业路消防站训练设施改造项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278220.htm,2026-09-07 15:18,辽宁,锦州市消防救援支队,竞争性磋商公告,竞争性磋商公告
商品涉税要素规范申报管理重构及优化技术开发服务项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278199.htm,2026-09-07 15:16,辽宁,大连海关,竞争性磋商公告,竞争性磋商公告
大连海关空调维保和维修定点服务单位采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278200.htm,2026-09-07 15:16,辽宁,大连海关,竞争性磋商公告,竞争性磋商公告
涉税化验管理重构及优化技术开发服务项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278179.htm,2026-09-07 15:16,辽宁,大连海关,竞争性磋商公告,竞争性磋商公告
岳阳市消防救援支队公寓房及院内停车场提质改造项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278031.htm,2026-09-07 15:06,湖南,岳阳市消防救援支队,,未知公告
江西省百巨招标咨询有限公司关于中国人民银行江西省分行应用系统改造项目（项目编号：JXBJ26121361903）竞争性磋商采购公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27278003.htm,2026-09-07 15:00,江西,中国人民银行江西省分行,磋商采购公告,磋商采购公告
高密市消防救援大队零星维修定点服务单位采购项目竞争性磋商公告（二次）,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277983.htm,2026-09-07 14:59,山东,高密市消防救援大队,争性磋商公告,争性磋商公告
海北藏族自治州消防救援支队刚察县消防救援大队业务用房节能改造建设项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277958.htm,2026-09-07 14:56,青海,海北藏族自治州消防救援支队,,未知公告
会议中心北戴河管理部主要楼宇综合改造项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277902.htm,2026-09-07 14:51,北京,全国人大机关服务中心北戴河休养院,竞争性磋商公告,竞争性磋商公告
浙江德丰项目管理有限公司关于大陈3米波浪浮标维修的竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277860.htm,2026-09-07 14:49,浙江,国家海洋局温州海洋环境监测中心站,竞争性磋商公告,竞争性磋商公告
镇江市丹徒区消防救援大队丹徒大队专职消防站2026年主副食品采购竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277508.htm,2026-09-07 14:07,江苏,镇江市丹徒区消防救援大队,,未知公告
北京中医药大学第三附属医院脾胃肝胆科内镜用高频电刀手术系统采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277481.htm,2026-09-07 14:00,北京,北京中医药大学第三附属医院,竞争性磋商公告,竞争性磋商公告
位置定位服务竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277376.htm,2026-09-07 13:26,上海,公安部第三研究所,竞争性磋商公告,竞争性磋商公告
中国人民银行江西省分行电视会议系统设备更新项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277285.htm,2026-09-07 12:38,江西,中国人民银行江西省分行,,未知公告
2026年中国疾控中心数据安全风险评估服务项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27277090.htm,2026-09-07 11:54,北京,中国疾病预防控制中心,竞争性磋商公告,竞争性磋商公告
国家税务总局济南高新技术产业开发区税务局2026年食堂餐饮服务采购项目（第二次采购）竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276850.htm,2026-09-07 11:38,山东,国家税务总局济南高新技术产业开发区税务局,竞争性磋商公告,竞争性磋商公告
耿马傣族佤族自治县消防救援大队2026年11月至2027年10月食堂主副食品采购配送项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276791.htm,2026-09-07 11:34,云南,耿马傣族佤族自治县消防救援大队,竞争性磋商公告,竞争性磋商公告
牡丹江市阳明区消防救援大队光华街消防救援站2026年食堂食材及配送服务项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276710.htm,2026-09-07 11:27,黑龙江,牡丹江市阳明区消防救援大队,,未知公告
石峰大队2026年度车辆定点维修服务外包项目（第二次）竞争性磋商邀请公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276628.htm,2026-09-07 11:16,湖南,株洲市石峰区消防救援大队,磋商邀请公告,磋商邀请公告
中华人民共和国上海海关2026-2027年度音视频执法记录仪及配套管理平台运维服务项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276627.htm,2026-09-07 11:16,上海,中华人民共和国上海海关,,未知公告
源代码上线管理项目（二次）竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276630.htm,2026-09-07 11:16,北京,财政部信息网络中心,,未知公告
关于中国地震局继续教育网络学院与老年大学网络学院运维和课程技术服务项目的竞争性磋商公告（非政府）,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276561.htm,2026-09-07 11:09,浙江,浙江省地震局,争性磋商公告,争性磋商公告
安徽省地震局预警信息发布中心改造工程竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276490.htm,2026-09-07 10:58,安徽,安徽省地震局,,未知公告
泰安市泰山区消防救援大队2026年工会委员会中秋慰问品采购项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276412.htm,2026-09-07 10:50,山东,泰安市泰山区消防救援大队,,未知公告
中华人民共和国佳木斯海关老旧设施维修改造项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276415.htm,2026-09-07 10:50,黑龙江,中华人民共和国佳木斯海关,,未知公告
牡丹江市爱民区消防救援大队2026年食堂食材采购及主副食配送项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276311.htm,2026-09-07 10:47,黑龙江,牡丹江市爱民区消防救援大队,,未知公告
辽宁省消防救援总队训练与战勤保障支队训保支队2026年度营区路面维修采购项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276087.htm,2026-09-07 10:19,辽宁,辽宁省消防救援总队训练与战勤保障支队,,未知公告
容城县消防救援大队及辖区消防救援站2026年伙食采购配送服务项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27276076.htm,2026-09-07 10:17,河北,容城县消防救援大队,竞争性磋商公告,竞争性磋商公告
社保基金会办公楼层配电设备改造工程项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275994.htm,2026-09-07 10:09,北京,全国社会保障基金理事会,竞争性磋商公告,竞争性磋商公告
国家税务总局迭部县税务局兴迭西街办公区综合业务办公用房维修改造项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275756.htm,2026-09-07 09:37,甘肃,国家税务总局迭部县税务局,,未知公告
江苏省气候中心精细化气象灾害风险区划系统功能改造项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275724.htm,2026-09-07 09:34,江苏,江苏省气候中心,竞争性磋商公告,竞争性磋商公告
泰州市气象局泰州市人工智能短临气象服务系统建设项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275679.htm,2026-09-07 09:26,江苏,泰州市气象局,竞争性磋商公告,竞争性磋商公告
中华人民共和国内蒙古出入境边防检查总站食堂主副食材配送服务采购项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27275684.htm,2026-09-07 09:26,内蒙古,中华人民共和国内蒙古出入境边防检查总站,,未知公告
